"season","site_status","catch_per_trap"
"rainy season","Absent",0.012536837105914756
"rainy season","Absent",0.0055795620016372525
"rainy season","Absent",0.0036878966389338095
"rainy season","Absent",0.004505046797830937
"rainy season","Absent",0.007924952126953528
"rainy season","Absent",0.004137692556609774
"rainy season","Absent",0.0064396570074304015
"rainy season","Absent",0.0031218203555758335
"rainy season","Absent",0.004701409601589022
"rainy season","Absent",0.005093408633281082
"rainy season","Absent",0.0037453283086283998
"rainy season","Absent",0.012034954360322904
"rainy season","Absent",0.0016372569974022434
"rainy season","Absent",0.004389776343516786
"rainy season","Absent",0.004757219119754145
"rainy season","Absent",0.004137638766956171
"rainy season","Absent",0.0053242682216201615
"rainy season","Absent",0.0029486318378235516
"rainy season","Absent",0.005814328365651904
"rainy season","Absent",0.004754864879012521
"rainy season","Absent",0.005452027070053283
"rainy season","Absent",0.0060298026307356875
"rainy season","Absent",0.003213026343007952
"rainy season","Absent",0.003064959265176185
"rainy season","Absent",0.0016406435591573142
"rainy season","Absent",0.002268696140403406
"rainy season","Absent",0.0023506697298567684
"rainy season","Absent",0.004630326013870221
"rainy season","Absent",0.0018088463728009572
"rainy season","Absent",0.0074632895762336985
"rainy season","Absent",0.009704952080333392
"rainy season","Absent",0.005843239073630541
"rainy season","Absent",0.0032986008013957016
"rainy season","Absent",0.00234592194694797
"rainy season","Absent",0.003417134310725554
"rainy season","Absent",0.004050237328301341
"rainy season","Absent",0.0050163585346811096
"rainy season","Absent",0.0031364615794510996
"rainy season","Absent",0.004607679089726954
"rainy season","Absent",0.006795727996715462
"rainy season","Absent",0.003101597430659055
"rainy season","Absent",0.008814171103985255
"rainy season","Absent",0.00441392483528546
"rainy season","Absent",0.005118376397929774
"rainy season","Absent",0.004524429894198767
"rainy season","Absent",0.003328431856062483
"rainy season","Absent",0.0039202494186392515
"rainy season","Absent",0.0030249007438139085
"rainy season","Absent",0.007414705655495753
"rainy season","Absent",0.005159905570225575
"rainy season","Absent",0.003684825900173833
"rainy season","Absent",0.0024889682793822728
"rainy season","Absent",0.0015615786722898287
"rainy season","Absent",0.003972247593594984
"rainy season","Absent",0.0038992385051540433
"rainy season","Absent",0.004067913762551496
"rainy season","Absent",0.007049913018750197
"rainy season","Absent",0.0044255027108645005
"rainy season","Absent",0.004653661266758532
"rainy season","Absent",0.003564836816272993
"rainy season","Absent",0.0032393940120134346
"rainy season","Absent",0.0026623395837405573
"rainy season","Absent",0.005264407896627535
"rainy season","Absent",0.006698631682063409
"rainy season","Absent",0.005062417717575429
"rainy season","Absent",0.002753033181618015
"rainy season","Absent",0.003780046378429937
"rainy season","Absent",0.004082180487964752
"rainy season","Absent",0.006268150148531415
"rainy season","Absent",0.0021721300565431464
"rainy season","Absent",0.008135061324392233
"rainy season","Absent",0.0034484814646827764
"rainy season","Absent",0.004641544972288251
"rainy season","Absent",0.005365877801359147
"rainy season","Absent",0.00431535364792902
"rainy season","Absent",0.005577397551511095
"rainy season","Absent",0.0017481723643544638
"rainy season","Absent",0.0028356162309738165
"rainy season","Absent",0.00526230044964477
"rainy season","Absent",0.005520604024231263
"rainy season","Absent",0.004561562776610317
"rainy season","Absent",0.004308377051315346
"rainy season","Absent",0.007522791498461073
"rainy season","Absent",0.0032668534664548935
"rainy season","Absent",0.0033780623604706787
"rainy season","Absent",0.0036216795378822856
"rainy season","Absent",0.003206254004753657
"rainy season","Absent",0.006468053925669544
"rainy season","Absent",0.006582638014050589
"rainy season","Absent",0.0028440542271819845
"rainy season","Absent",0.0015148123637520696
"rainy season","Absent",0.004953920478609001
"rainy season","Absent",0.006242640681381263
"rainy season","Absent",0.0027543577091016956
"rainy season","Absent",0.005306302574079322
"rainy season","Absent",0.0029422814357745147
"rainy season","Absent",0.010152959902461138
"rainy season","Absent",0.008085176141349243
"rainy season","Absent",0.0011181709600205625
"rainy season","Absent",0.009094058416217939
"rainy season","Absent",0.005478828380825153
"rainy season","Absent",0.008024884520808488
"rainy season","Absent",0.009296233136122904
"rainy season","Absent",0.008692766812404787
"rainy season","Absent",0.0011747311101499645
"rainy season","Absent",0.0012268173295608164
"rainy season","Absent",0.004074264660433461
"rainy season","Absent",0.0058121425891381594
"rainy season","Absent",0.0042942472536010075
"rainy season","Absent",0.007838929478913766
"rainy season","Absent",0.004734549023826847
"rainy season","Absent",0.006190459267284898
"rainy season","Absent",0.005465142951807229
"rainy season","Absent",0.003117515214715558
"rainy season","Absent",0.004700398437138359
"rainy season","Absent",0.00668157193170011
"rainy season","Absent",0.005686433663610063
"rainy season","Absent",0.004248101932163466
"rainy season","Absent",0.004406590578409253
"rainy season","Absent",0.003574810897640825
"rainy season","Absent",0.0028017053321458575
"rainy season","Absent",0.006070265106427209
"rainy season","Absent",0.005437010008538599
"rainy season","Absent",0.005637621625601436
"rainy season","Absent",0.006398485226434813
"rainy season","Absent",0.003731263734097444
"rainy season","Absent",0.007718364420662417
"rainy season","Absent",0.002611457459241099
"rainy season","Absent",0.003257762398822216
"rainy season","Absent",0.00785056323562943
"rainy season","Absent",0.008030720733061223
"rainy season","Absent",0.002442351437128903
"rainy season","Absent",0.0056176604038502284
"rainy season","Absent",0.006222683714075373
"rainy season","Absent",0.005880032440470502
"rainy season","Absent",0.004573762996927599
"rainy season","Absent",0.0023535480051187435
"rainy season","Absent",0.004356361884989549
"rainy season","Absent",0.005738519664975415
"rainy season","Absent",0.012144431828023198
"rainy season","Absent",0.0075853918981116045
"rainy season","Absent",0.002537180129246352
"rainy season","Absent",0.004507475672577908
"rainy season","Absent",0.0067284531885260885
"rainy season","Absent",0.007123436610442368
"rainy season","Absent",0.004666966453792044
"rainy season","Absent",0.0078414932280035
"rainy season","Absent",0.004612524306165499
"rainy season","Absent",0.004623621530047714
"rainy season","Absent",0.005794031169688904
"rainy season","Absent",0.002477411534415209
"rainy season","Absent",0.005104233426261559
"rainy season","Absent",0.004513343714761683
"rainy season","Absent",0.004538970748544198
"rainy season","Absent",0.005882643754542896
"rainy season","Absent",0.005241938008898745
"rainy season","Absent",0.004823077833697074
"rainy season","Absent",0.006496939884081202
"rainy season","Absent",0.002796622052277795
"rainy season","Absent",0.006047438409429491
"rainy season","Absent",0.0029679256634442793
"rainy season","Absent",0.00231532317674855
"rainy season","Absent",0.004198508230498312
"rainy season","Absent",0.00746573793672387
"rainy season","Absent",0.003655673261027997
"rainy season","Absent",0.004020817656074988
"rainy season","Absent",0.008827401928447474
"rainy season","Absent",0.0017502896332969482
"rainy season","Absent",0.002688609858964041
"rainy season","Absent",0.004409588079037285
"rainy season","Absent",0.0034815314853719613
"rainy season","Absent",0.003883874659722547
"rainy season","Absent",0.003271534951762341
"rainy season","Absent",0.003665541520455627
"rainy season","Absent",0.006389284427756311
"rainy season","Absent",0.004925938815931931
"rainy season","Absent",0.0026181377405157494
"rainy season","Absent",0.005753618602149739
"rainy season","Absent",0.005504699483688103
"rainy season","Absent",0.003581720526583887
"rainy season","Absent",0.001726223853104903
"rainy season","Absent",0.0054680402452866395
"rainy season","Absent",0.0041098900609185295
"rainy season","Absent",0.003340624544842761
"rainy season","Absent",0.010438295250948111
"rainy season","Absent",0.007852149209581008
"rainy season","Absent",0.006453615258532406
"rainy season","Absent",0.0030911317283440383
"rainy season","Absent",0.0040192860163439205
"rainy season","Absent",0.006167228078210627
"rainy season","Absent",0.004098685362424621
"rainy season","Absent",0.003950002765273939
"rainy season","Absent",0.005129351710537561
"rainy season","Absent",0.006099551714070475
"rainy season","Absent",0.0034357226396145284
"rainy season","Absent",0.006471269347436726
"rainy season","Absent",0.005170763098999184
"rainy season","Absent",0.0031055327506667395
"rainy season","Absent",0.0017653733168482252
"rainy season","Absent",0.002758950293605701
"rainy season","Absent",0.004724341938551247
"rainy season","Absent",0.0021613959346162065
"rainy season","Absent",0.0020486996585413982
"rainy season","Absent",0.004198495634992513
"rainy season","Absent",0.004550341472200617
"rainy season","Absent",0.0025206368276487986
"rainy season","Absent",0.005402194603055605
"rainy season","Absent",0.006356332620138518
"rainy season","Absent",0.006096758759020965
"rainy season","Absent",0.007267920985991109
"rainy season","Absent",0.0024620720175566294
"rainy season","Absent",0.007304968104828691
"rainy season","Absent",0.0037491017538459855
"rainy season","Absent",0.0040163690736743675
"rainy season","Absent",0.005404312678455658
"rainy season","Absent",0.002824672077167976
"rainy season","Absent",0.0021653072732506495
"rainy season","Absent",0.0036084859465507135
"rainy season","Absent",0.004924517395110542
"rainy season","Absent",0.006446190131369993
"rainy season","Absent",0.003990646624231349
"rainy season","Absent",0.0050063158183403554
"rainy season","Absent",0.006045585758141516
"rainy season","Absent",0.0041181605243192174
"rainy season","Absent",0.0036212681384547134
"rainy season","Absent",0.004495820911659688
"rainy season","Absent",0.008854061488341057
"rainy season","Absent",0.005847611451523088
"rainy season","Absent",0.00937234450546218
"rainy season","Absent",0.0025652611312132713
"rainy season","Absent",0.008138389244987275
"rainy season","Absent",0.005058349675340928
"rainy season","Absent",0.004845041830163499
"rainy season","Absent",0.0058525898868921344
"rainy season","Absent",0.005596560871418544
"rainy season","Absent",0.003238794779551926
"rainy season","Absent",0.008192861931272794
"rainy season","Absent",0.009486647456077404
"rainy season","Absent",0.0033814252052571853
"rainy season","Absent",0.004930173987342832
"rainy season","Absent",0.0015455197769505323
"rainy season","Absent",0.005756198527616166
"rainy season","Absent",0.0034193185573425777
"rainy season","Absent",0.00450643456594999
"rainy season","Absent",0.004316611325216708
"rainy season","Absent",0.006113566260795389
"rainy season","Absent",0.0019418852488878597
"rainy season","Absent",0.0036244008032264535
"rainy season","Absent",0.006512805260420035
"rainy season","Absent",0.0037763248658930033
"rainy season","Absent",0.0038588139097174693
"rainy season","Absent",0.004529179870125798
"rainy season","Absent",0.003363339162952694
"rainy season","Absent",0.003164563967054942
"rainy season","Absent",0.001469016719945244
"rainy season","Absent",0.003688003589487116
"rainy season","Absent",0.002311466748239121
"rainy season","Absent",0.007389272446139383
"rainy season","Absent",0.00424273572347956
"rainy season","Absent",0.00755534514489353
"rainy season","Absent",0.005993126798275352
"rainy season","Absent",0.007851340479862716
"rainy season","Absent",0.001549839347805123
"rainy season","Absent",0.009418984488252152
"rainy season","Absent",0.00419113164154172
"rainy season","Absent",0.005398732905907512
"rainy season","Absent",0.0026809609105765807
"rainy season","Absent",0.0041510457023931305
"rainy season","Absent",0.0052752299930093035
"rainy season","Absent",0.004260618250524427
"rainy season","Absent",0.004733823746474058
"rainy season","Absent",0.010618378058716061
"rainy season","Absent",0.004268132077619544
"rainy season","Absent",0.009821533577702822
"rainy season","Absent",0.006603047461013918
"rainy season","Absent",0.0030292506508424345
"rainy season","Absent",0.004304255906759437
"rainy season","Absent",0.0016470151982347094
"rainy season","Absent",0.003694862269897378
"rainy season","Absent",0.0011834859507670033
"rainy season","Absent",0.006637917461525894
"rainy season","Absent",0.0028011562517124
"rainy season","Absent",0.005725645413004871
"rainy season","Absent",0.0024084834582235016
"rainy season","Absent",0.005586624613729658
"rainy season","Absent",0.00604669764359717
"rainy season","Absent",0.004073633198350672
"rainy season","Absent",0.0046608474087759455
"rainy season","Absent",0.004280240839758378
"rainy season","Absent",0.004044448819223929
"rainy season","Absent",0.004083789183969316
"rainy season","Absent",0.004701286896399732
"rainy season","Absent",0.0034463313173863884
"rainy season","Absent",0.002526564005222159
"rainy season","Absent",0.0025098419398314016
"rainy season","Absent",0.0032025529191665385
"rainy season","Absent",0.007489883766984924
"rainy season","Absent",0.0024490306151700096
"rainy season","Absent",0.0029687597677418706
"rainy season","Absent",0.0035938580060961125
"rainy season","Absent",0.0034961217369957154
"rainy season","Absent",0.003950172619044678
"rainy season","Absent",0.001842354326471186
"rainy season","Absent",0.010849304526393525
"rainy season","Absent",0.005067969675830525
"rainy season","Absent",0.0032497770337302453
"rainy season","Absent",0.0070416624022839784
"rainy season","Absent",0.004279710122799377
"rainy season","Absent",0.007999013959190681
"rainy season","Absent",0.003689213821992612
"rainy season","Absent",0.005337199509490035
"rainy season","Absent",0.004400689701504679
"rainy season","Absent",0.004055323972627999
"rainy season","Absent",0.007631117370830804
"rainy season","Absent",0.003762803453749568
"rainy season","Absent",0.0032756989919891216
"rainy season","Absent",0.008454875683934052
"rainy season","Absent",0.0016952161909497847
"rainy season","Absent",0.007043113134159104
"rainy season","Absent",0.0037349905145961696
"rainy season","Absent",0.006889381264144297
"rainy season","Absent",0.0027123821718726933
"rainy season","Absent",0.004972353548288457
"rainy season","Absent",0.006343237463088426
"rainy season","Absent",0.0073287009685241815
"rainy season","Absent",0.00835113350692621
"rainy season","Absent",0.0032268753302073
"rainy season","Absent",0.006019506498590654
"rainy season","Absent",0.004047368346730719
"rainy season","Absent",0.004656249421863292
"rainy season","Absent",0.004966732995447102
"rainy season","Absent",0.0030255904998126963
"rainy season","Absent",0.009944167306957392
"rainy season","Absent",0.01095597619900663
"rainy season","Absent",0.002518202312707566
"rainy season","Absent",0.003660392122546014
"rainy season","Absent",0.002994326342780408
"rainy season","Absent",0.004992767069319521
"rainy season","Absent",0.003769808781108349
"rainy season","Absent",0.006250680132215118
"rainy season","Absent",0.005162589418862261
"rainy season","Absent",0.002613740609391885
"rainy season","Absent",0.006777798057902314
"rainy season","Absent",0.003489258603019991
"rainy season","Absent",0.0032345612053413927
"rainy season","Absent",0.001867004134331481
"rainy season","Absent",0.003112274934520612
"rainy season","Absent",0.004927153209517915
"rainy season","Absent",0.004498137755361069
"rainy season","Absent",0.001870113789438152
"rainy season","Absent",0.008631258120341405
"rainy season","Absent",0.008143086450595135
"rainy season","Absent",0.005919022274858053
"rainy season","Absent",0.003932708911871683
"rainy season","Absent",0.009079337968365787
"rainy season","Absent",0.005805728943809929
"rainy season","Absent",0.004828912461119599
"rainy season","Absent",0.005125055114329381
"rainy season","Absent",0.006941002933438594
"rainy season","Absent",0.0041809867320678875
"rainy season","Absent",0.004552635422329482
"rainy season","Absent",0.0030588140607064277
"rainy season","Absent",0.0037988081734896904
"rainy season","Absent",0.0028328953456260124
"rainy season","Absent",0.005789426745410161
"rainy season","Absent",0.003291815640545263
"rainy season","Absent",0.002844901028165489
"rainy season","Absent",0.007285567810182333
"rainy season","Absent",0.004927551832336643
"rainy season","Absent",0.00572796476903503
"rainy season","Absent",0.0026256862198928725
"rainy season","Absent",0.00459630756999493
"rainy season","Absent",0.004234567844019779
"rainy season","Absent",0.0015070547945181727
"rainy season","Absent",0.0013826863383965189
"rainy season","Absent",0.0032138232723561725
"rainy season","Absent",0.00362738962848365
"rainy season","Absent",0.006316778069151793
"rainy season","Absent",0.0024297692135201577
"rainy season","Absent",0.006074157393705228
"rainy season","Absent",0.005491521069475467
"rainy season","Absent",0.0016361816728377506
"rainy season","Absent",0.008548084980580134
"rainy season","Absent",0.005029050902751135
"rainy season","Absent",0.0076374843773907635
"rainy season","Absent",0.002414295869054547
"rainy season","Absent",0.004050678018095748
"rainy season","Absent",0.004264377773527315
"rainy season","Absent",0.004637615248169817
"rainy season","Absent",0.00523523262061137
"rainy season","Absent",0.0019383794307037954
"rainy season","Absent",0.009625899005512153
"rainy season","Absent",0.005465842534877422
"rainy season","Absent",0.006028373736842816
"rainy season","Absent",0.0012101015467027283
"rainy season","Absent",0.006845546391360864
"rainy season","Absent",0.006561080363684036
"rainy season","Absent",0.00947958253573223
"rainy season","Absent",0.004906914235587038
"rainy season","Absent",0.004804016212395535
"rainy season","Absent",0.005079005013803502
"rainy season","Absent",0.0037092150558150584
"rainy season","Absent",0.004666238463809945
"rainy season","Absent",0.005455122519023559
"rainy season","Absent",0.004094154722319597
"rainy season","Absent",0.0050624485984176945
"rainy season","Absent",0.0022699987457999804
"rainy season","Absent",0.0029197274678085913
"rainy season","Absent",0.002799512455494034
"rainy season","Absent",0.002819953171559381
"rainy season","Absent",0.0026817063213170106
"rainy season","Absent",0.004098242728308155
"rainy season","Absent",0.0060394519977552096
"rainy season","Absent",0.005647043190066913
"rainy season","Absent",0.0015133296341412995
"rainy season","Absent",0.003676621570364816
"rainy season","Absent",0.0066387538918200525
"rainy season","Absent",0.006275394044497592
"rainy season","Absent",0.004957389436937794
"rainy season","Absent",0.002471302597358311
"rainy season","Absent",0.003361638079995367
"rainy season","Absent",0.0031021278491691878
"rainy season","Absent",0.006072663334763163
"rainy season","Absent",0.008139805447921995
"rainy season","Absent",0.003776343747564536
"rainy season","Absent",0.005370791437693361
"rainy season","Absent",0.006688832060354248
"rainy season","Absent",0.00410596288351019
"rainy season","Absent",0.003875959631490441
"rainy season","Absent",0.004645524481305549
"rainy season","Absent",0.0035883707843678164
"rainy season","Absent",0.0016857478259732115
"rainy season","Absent",0.0036136822957043317
"rainy season","Absent",0.004331228755383727
"rainy season","Absent",0.007207263082209697
"rainy season","Absent",0.0011456077462960314
"rainy season","Absent",0.0036027169854358364
"rainy season","Absent",0.005276585901344267
"rainy season","Absent",0.003413401423318523
"rainy season","Absent",0.007244554469452257
"rainy season","Absent",0.01717809935162266
"rainy season","Absent",0.013972935485184638
"rainy season","Absent",0.008486301531623218
"rainy season","Absent",0.0066661153167753
"rainy season","Absent",0.007318396736988254
"rainy season","Absent",0.0016379390569707067
"rainy season","Absent",0.007719713708687486
"rainy season","Absent",0.007408687358262838
"rainy season","Absent",0.004930198638274395
"rainy season","Absent",0.0032551204480402974
"rainy season","Absent",0.005780934102073262
"rainy season","Absent",0.0073282539313998755
"rainy season","Absent",0.002228314074146239
"rainy season","Absent",0.006682746655300883
"rainy season","Absent",0.009601249814229086
"rainy season","Absent",0.00839591500792159
"rainy season","Absent",0.0017308978788386016
"rainy season","Absent",0.006046540431502196
"rainy season","Absent",0.005757431061658989
"rainy season","Absent",0.00482828474330219
"rainy season","Absent",0.0041284551404036024
"rainy season","Absent",0.003082742056422065
"rainy season","Absent",0.007385416252476605
"rainy season","Absent",0.005063876410234449
"rainy season","Absent",0.0048836225924139874
"rainy season","Absent",0.003656547071353556
"rainy season","Absent",0.003737295714824819
"rainy season","Absent",0.00438970610765718
"rainy season","Absent",0.0027586531706594395
"rainy season","Absent",0.004434528421456853
"rainy season","Absent",0.002616023139635216
"rainy season","Absent",0.009387258386619406
"rainy season","Absent",0.004399726055983088
"rainy season","Absent",0.005855972490468848
"rainy season","Absent",0.004255300060230723
"rainy season","Absent",0.00585531197402575
"rainy season","Absent",0.00444363741641023
"rainy season","Absent",0.003018020880517128
"rainy season","Absent",0.002961279027769571
"rainy season","Absent",0.005181513934833958
"rainy season","Absent",0.0034477411551873775
"rainy season","Absent",0.0014202377383629563
"rainy season","Absent",0.0021308144530979996
"rainy season","Absent",0.004440017771304303
"rainy season","Absent",0.0031616033209802947
"rainy season","Absent",0.006140672592929923
"rainy season","Absent",0.002909913276886598
"rainy season","Absent",0.0019718344039181836
"rainy season","Absent",0.007699391340000806
"rainy season","Absent",0.0036800019386292833
"rainy season","Absent",0.0025700755079019802
"rainy season","Absent",0.00752939188044968
"rainy season","Absent",0.0068729971603702445
"rainy season","Absent",0.003366539219882553
"rainy season","Absent",0.006542610723328039
"rainy season","Absent",0.0024591143848848615
"rainy season","Absent",0.004401922067144239
"rainy season","Absent",0.0047575473791982275
"rainy season","Absent",0.0019315181095545032
"rainy season","Absent",0.003267526507589838
"rainy season","Absent",0.0049870187133444314
"rainy season","Absent",0.0062831941826424625
"rainy season","Absent",0.002832017284175426
"rainy season","Absent",0.005020528861154089
"rainy season","Absent",0.00504378241096935
"rainy season","Absent",0.006495322347441734
"rainy season","Absent",0.0037580483958012867
"rainy season","Absent",0.00531007669675111
"rainy season","Absent",0.001992884883163434
"rainy season","Absent",0.005010016853094013
"rainy season","Absent",0.006151169823801878
"rainy season","Absent",0.005645085135034965
"rainy season","Absent",0.00627695681217118
"rainy season","Absent",0.0036546498158039264
"rainy season","Absent",0.005829086385946359
"rainy season","Absent",0.006114238790072509
"rainy season","Absent",0.006297415297541598
"rainy season","Absent",0.0031641396591209625
"rainy season","Absent",0.007594360094545431
"rainy season","Absent",0.008407383257206885
"rainy season","Absent",0.0014941746173774049
"rainy season","Absent",0.010396396741831506
"rainy season","Absent",0.00412234542370262
"rainy season","Absent",0.004789625760229435
"rainy season","Absent",0.004939881183473499
"rainy season","Absent",0.006807638421139146
"rainy season","Absent",0.006295696337814054
"rainy season","Absent",0.0067081974530280395
"rainy season","Absent",0.0062350854191507215
"rainy season","Absent",0.003672574001312955
"rainy season","Absent",0.010167458518544201
"rainy season","Absent",0.0019189694151383978
"rainy season","Absent",0.003984314506424274
"rainy season","Absent",0.001439654679579236
"rainy season","Absent",0.007305410799309353
"rainy season","Absent",0.008342419473062131
"rainy season","Absent",0.002340347163843487
"rainy season","Absent",0.007718885427844607
"rainy season","Absent",0.002967655594497226
"rainy season","Absent",0.0017667651559413874
"rainy season","Absent",0.003962690758464747
"rainy season","Absent",0.004000059671894073
"rainy season","Absent",0.002778930882187847
"rainy season","Absent",0.002033241421568379
"rainy season","Absent",0.0017806407634302598
"rainy season","Absent",0.005854855277503171
"rainy season","Absent",0.003482931342381489
"rainy season","Absent",0.004556862228936332
"rainy season","Absent",0.003340489920386304
"rainy season","Absent",0.003991161450851476
"rainy season","Absent",0.0014684424466854845
"rainy season","Absent",0.004253377099225425
"rainy season","Absent",0.008321980596625408
"rainy season","Absent",0.007339253826780916
"rainy season","Absent",0.0044848644809165955
"rainy season","Absent",0.00245713805151189
"rainy season","Absent",0.007827993968123672
"rainy season","Absent",0.00940064476534996
"rainy season","Absent",0.004379072653304932
"rainy season","Absent",0.004332701623533957
"rainy season","Absent",0.004751639797424764
"rainy season","Absent",0.008379877355308147
"rainy season","Absent",0.0024308426796393104
"rainy season","Absent",0.002328381239147872
"rainy season","Absent",0.0027863438237120315
"rainy season","Absent",0.003932704192623821
"rainy season","Absent",0.0037472726385305425
"rainy season","Absent",0.0026279216298980535
"rainy season","Absent",0.00703975437032297
"rainy season","Absent",0.0028298091719694786
"rainy season","Absent",0.009246179868034811
"rainy season","Absent",0.0021451077387672803
"rainy season","Absent",0.0025718031790757908
"rainy season","Absent",0.003385907208859725
"rainy season","Absent",0.006553657422889491
"rainy season","Absent",0.006125125701916856
"rainy season","Absent",0.001463674828198186
"rainy season","Absent",0.006136725409608103
"rainy season","Absent",0.0026246597772635063
"rainy season","Absent",0.0018296261913793013
"rainy season","Absent",0.004602010526484004
"rainy season","Absent",0.006786472407682569
"rainy season","Absent",0.0022866898213703725
"rainy season","Absent",0.006975439098961858
"rainy season","Absent",0.003938623429880159
"rainy season","Absent",0.005059675136583709
"rainy season","Absent",0.003986390875129201
"rainy season","Absent",0.0033531904943640283
"rainy season","Absent",0.008166229354188908
"rainy season","Absent",0.008046412009635712
"rainy season","Absent",0.005723017944810381
"rainy season","Absent",0.008308194184889728
"rainy season","Absent",0.0028818791931406987
"rainy season","Absent",0.0034528061560041923
"rainy season","Absent",0.0044627281818319766
"rainy season","Absent",0.0022770785394119974
"rainy season","Absent",0.003367198452798603
"rainy season","Absent",0.003968794034808527
"rainy season","Absent",0.002252652203147223
"rainy season","Absent",0.0032510898512754923
"rainy season","Absent",0.0022310144201859177
"rainy season","Absent",0.0025411691718018967
"rainy season","Absent",0.004710859045522541
"rainy season","Absent",0.005406842488718605
"rainy season","Absent",0.0036466187886413535
"rainy season","Absent",0.0074063169575925335
"rainy season","Absent",0.0041722909731179295
"rainy season","Absent",0.007280614580051459
"rainy season","Absent",0.0031438472191935825
"rainy season","Absent",0.003099495260317343
"rainy season","Absent",0.005407199352099219
"rainy season","Absent",0.004420051196681488
"rainy season","Absent",0.0026125121786966673
"rainy season","Absent",0.009949619199012863
"rainy season","Absent",0.005255731939271796
"rainy season","Absent",0.005744634443960461
"rainy season","Absent",0.0028246743369065427
"rainy season","Absent",0.006731091259204066
"rainy season","Absent",0.0044455574824785295
"rainy season","Absent",0.0031108601981196054
"rainy season","Absent",0.0042368339439440095
"rainy season","Absent",0.0047078097516060095
"rainy season","Absent",0.0014727197464358807
"rainy season","Absent",0.0053592137665710235
"rainy season","Absent",0.0016471212694289304
"rainy season","Absent",0.006285373572269321
"rainy season","Absent",0.004440732227640176
"rainy season","Absent",0.008719171997367835
"rainy season","Absent",0.005865133705205861
"rainy season","Absent",0.005613555394658664
"rainy season","Absent",0.008140074065933943
"rainy season","Absent",0.004491677675104698
"rainy season","Absent",0.004365065866996298
"rainy season","Absent",0.0026666720692599
"rainy season","Absent",0.0044206921505730405
"rainy season","Absent",0.005118739815555197
"rainy season","Absent",0.008007745645689053
"rainy season","Absent",0.004824746907360632
"rainy season","Absent",0.007107853354159369
"rainy season","Absent",0.007387262837353219
"rainy season","Absent",0.008243213691425392
"rainy season","Absent",0.006283990942178311
"rainy season","Absent",0.008925577031651909
"rainy season","Absent",0.005889860298623574
"rainy season","Absent",0.002753055205971566
"rainy season","Absent",0.0019563789283141837
"rainy season","Absent",0.0044948364346842
"rainy season","Absent",0.004007466631612291
"rainy season","Absent",0.005388393448463212
"rainy season","Absent",0.0011523199740771377
"rainy season","Absent",0.0021179068774058217
"rainy season","Absent",0.006163056743014737
"rainy season","Absent",0.012432180083260583
"rainy season","Absent",0.005626942821704416
"rainy season","Absent",0.003384605239331989
"rainy season","Absent",0.008156533634114189
"rainy season","Absent",0.00434073756264059
"rainy season","Absent",0.006088328507740516
"rainy season","Absent",0.0045749660547909675
"rainy season","Absent",0.006982145717950244
"rainy season","Absent",0.00827929880133602
"rainy season","Absent",0.007396140269852021
"rainy season","Absent",0.003376873491772958
