"season","site_status","catch_per_trap"
"rainy season","Absent",0.026476254613647568
"rainy season","Absent",0.026606918580568358
"rainy season","Absent",0.020764696872654
"rainy season","Absent",0.016111692956637235
"rainy season","Absent",0.012865306618394882
"rainy season","Absent",0.009956944814239059
"rainy season","Absent",0.00923939381424088
"rainy season","Absent",0.01255753996229907
"rainy season","Absent",0.019376466815536335
"rainy season","Absent",0.015538942291019946
"rainy season","Absent",0.009695494363441286
"rainy season","Absent",0.028825458690888216
"rainy season","Absent",0.007878742256271581
"rainy season","Absent",0.02422124835173145
"rainy season","Absent",0.015159028256466847
"rainy season","Absent",0.032744803540809726
"rainy season","Absent",0.0257211157478393
"rainy season","Absent",0.031023338590319135
"rainy season","Absent",0.032474110730593
"rainy season","Absent",0.06477646085686045
"rainy season","Absent",0.054701179867339376
"rainy season","Absent",0.02601075949064455
"rainy season","Absent",0.028128358844668716
"rainy season","Absent",0.02254770482071594
"rainy season","Absent",0.039575541121185484
"rainy season","Absent",0.035639525149329755
"rainy season","Absent",0.03237499219640979
"rainy season","Absent",0.03711949409734825
"rainy season","Absent",0.020493387619832323
"rainy season","Absent",0.010639519030401492
"rainy season","Absent",0.009267283355623034
"rainy season","Absent",0.036030920730387744
"rainy season","Absent",0.00898981508208433
"rainy season","Absent",0.012506434589012815
"rainy season","Absent",0.00898670514411622
"rainy season","Absent",0.013243637904681275
"rainy season","Absent",0.010567870138699895
"rainy season","Absent",0.012761250554872552
"rainy season","Absent",0.007967472206801373
"rainy season","Absent",0.012116683189821478
"rainy season","Absent",0.015633534882661483
"rainy season","Absent",0.017493883035235396
"rainy season","Absent",0.004714204943097948
"rainy season","Absent",0.004335904673414905
"rainy season","Absent",0.015390527595654693
"rainy season","Absent",0.019392187504001256
"rainy season","Absent",0.017452092909822248
"rainy season","Absent",0.02463665264479685
"rainy season","Absent",0.031759321696321126
"rainy season","Absent",0.034145584450253265
"rainy season","Absent",0.03362488033085995
"rainy season","Absent",0.02073284751359125
"rainy season","Absent",0.016744105384362447
"rainy season","Absent",0.016150520511800385
"rainy season","Absent",0.02878252059148147
"rainy season","Absent",0.03913726878923318
"rainy season","Absent",0.009000591334238861
"rainy season","Absent",0.006267974642784346
"rainy season","Absent",0.006875265623709037
"rainy season","Absent",0.016228067080815065
"rainy season","Absent",0.019792721695424672
"rainy season","Absent",0.016270785172557048
"rainy season","Absent",0.0160827501600725
"rainy season","Absent",0.02467756864481196
"rainy season","Absent",0.007482173158350057
"rainy season","Absent",0.009050909763220741
"rainy season","Absent",0.028952260358420256
"rainy season","Absent",0.018165755921485557
"rainy season","Absent",0.018914344056143326
"rainy season","Absent",0.025081180373268678
"rainy season","Absent",0.028176189547021765
"rainy season","Absent",0.03321548819317142
"rainy season","Absent",0.01597829564242742
"rainy season","Absent",0.01241514724304636
"rainy season","Absent",0.02118185754222294
"rainy season","Absent",0.02304683106273931
"rainy season","Absent",0.022204284793754744
"rainy season","Absent",0.014337871296258431
"rainy season","Absent",0.012415696377152946
"rainy season","Absent",0.015802944429720057
"rainy season","Absent",0.020165420457877885
"rainy season","Absent",0.017635382953369787
"rainy season","Absent",0.025783023693633
"rainy season","Absent",0.023179198937856922
"rainy season","Absent",0.02363071334808701
"rainy season","Absent",0.03528501180386986
"rainy season","Absent",0.0391919856810433
"rainy season","Absent",0.04456564536823968
"rainy season","Absent",0.03671462874268151
"rainy season","Absent",0.03746946291548423
"rainy season","Absent",0.017612172441497143
"rainy season","Absent",0.01571585819966529
"rainy season","Absent",0.01108067144244975
"rainy season","Absent",0.007515896260606715
"rainy season","Absent",0.024594771482394848
"rainy season","Absent",0.017443580110557803
"rainy season","Absent",0.04585339670663549
"rainy season","Absent",0.0061733452999331246
"rainy season","Absent",0.006291020372771179
"rainy season","Absent",0.01324542591648649
"rainy season","Absent",0.007454063194721351
"rainy season","Absent",0.012235508767418326
"rainy season","Absent",0.009335798195185346
"rainy season","Absent",0.0084222977165815
"rainy season","Absent",0.007768058633031785
"rainy season","Absent",0.009184206085807058
"rainy season","Absent",0.007722153523689904
"rainy season","Absent",0.008744520529268378
"rainy season","Absent",0.009525851172687238
"rainy season","Absent",0.005158239189861305
"rainy season","Absent",0.011007078534574456
"rainy season","Absent",0.008220727254863091
"rainy season","Absent",0.005491175114545785
"rainy season","Absent",0.003363103737451273
"rainy season","Absent",0.004336637503227086
"rainy season","Absent",0.002450128761725948
"rainy season","Absent",0.004049345564228476
"rainy season","Absent",0.009159506292017738
"rainy season","Absent",0.004283743509161775
"rainy season","Absent",0.005266464575995291
"rainy season","Absent",0.006425826617860792
"rainy season","Absent",0.0609031306002792
"rainy season","Absent",0.03715727497267742
"rainy season","Absent",0.030728982941096297
"rainy season","Absent",0.0266036993381882
"rainy season","Absent",0.01622540589603693
"rainy season","Absent",0.022446041623633284
"rainy season","Absent",0.024313026556186362
"rainy season","Absent",0.024465923674943504
"rainy season","Absent",0.019121976562540034
"rainy season","Absent",0.026636183648761556
"rainy season","Absent",0.016573669792116764
"rainy season","Absent",0.022127878386168004
"rainy season","Absent",0.024194655918984845
"rainy season","Absent",0.028852085527284965
"rainy season","Absent",0.028256917050945112
"rainy season","Absent",0.0403544744282076
"rainy season","Absent",0.015666901134817463
"rainy season","Absent",0.025330248614373527
"rainy season","Absent",0.026052266729504447
"rainy season","Absent",0.027578632248412335
"rainy season","Absent",0.02466270735413049
"rainy season","Absent",0.02074852747258922
"rainy season","Absent",0.03076694714123006
"rainy season","Absent",0.021877578049308153
"rainy season","Absent",0.014933789228516446
"rainy season","Absent",0.015102409173103803
"rainy season","Absent",0.014192750115487351
"rainy season","Absent",0.013079632888178237
"rainy season","Absent",0.011371989596823921
"rainy season","Absent",0.013898421589577081
"rainy season","Absent",0.015890867592792898
"rainy season","Absent",0.013550782286525717
"rainy season","Absent",0.01698158087930722
"rainy season","Absent",0.01148724488039551
"rainy season","Absent",0.031321015030608024
"rainy season","Absent",0.0057825414251612
"rainy season","Absent",0.006537208758189308
"rainy season","Absent",0.005646244189986103
"rainy season","Absent",0.010354293648806127
"rainy season","Absent",0.007517053797758923
"rainy season","Absent",0.004722197574118701
"rainy season","Absent",0.004414754731162261
"rainy season","Absent",0.0055966168373070896
"rainy season","Absent",0.007258261076343605
"rainy season","Absent",0.007338916962761362
"rainy season","Absent",0.008212959051924469
"rainy season","Absent",0.009716148343487361
"rainy season","Absent",0.00932896689146866
"rainy season","Absent",0.01006038343727125
"rainy season","Absent",0.008188258836458214
"rainy season","Absent",0.017497102205868496
"rainy season","Absent",0.02583133471899886
"rainy season","Absent",0.02880895507695687
"rainy season","Absent",0.02882708160989725
"rainy season","Absent",0.029797404100101135
"rainy season","Absent",0.03453724403430076
"rainy season","Absent",0.035049848076158165
"rainy season","Absent",0.05487080044452883
"rainy season","Absent",0.04160666118059295
"rainy season","Absent",0.01831937749214287
"rainy season","Absent",0.04147535017098918
"rainy season","Absent",0.04044982345545566
"rainy season","Absent",0.055169230477534276
"rainy season","Absent",0.036542949921368445
"rainy season","Absent",0.024410009631633027
"rainy season","Absent",0.03181243588742338
"rainy season","Absent",0.02476564174232173
"rainy season","Absent",0.014816189661990234
"rainy season","Absent",0.010553497050546243
"rainy season","Absent",0.016049876887440282
"rainy season","Absent",0.035150374726497464
"rainy season","Absent",0.021628530053891436
"rainy season","Absent",0.023796365977119847
"rainy season","Absent",0.02884651761209929
"rainy season","Absent",0.01060416956520473
"rainy season","Absent",0.04940519491967062
"rainy season","Absent",0.04862455639826499
"rainy season","Absent",0.04097640769376326
"rainy season","Absent",0.04314201201114914
"rainy season","Absent",0.025094363997248646
"rainy season","Absent",0.03919124104038945
"rainy season","Absent",0.020612697697423014
"rainy season","Absent",0.023788381256608957
"rainy season","Absent",0.026314346348160163
"rainy season","Absent",0.025580089090983388
"rainy season","Absent",0.018210261957152273
"rainy season","Absent",0.023888574231072216
"rainy season","Absent",0.029062866062934862
"rainy season","Absent",0.013566998717633188
"rainy season","Absent",0.009350298603390437
"rainy season","Absent",0.01346860307934096
"rainy season","Absent",0.017901085956764227
"rainy season","Absent",0.032630266535227076
"rainy season","Absent",0.020730152418599455
"rainy season","Absent",0.025577070818552237
"rainy season","Absent",0.024380101297379744
"rainy season","Absent",0.029000140621215167
"rainy season","Absent",0.015951235371371966
"rainy season","Absent",0.018355004809622575
"rainy season","Absent",0.03285927269706623
"rainy season","Absent",0.022527623763160316
"rainy season","Absent",0.03231156704539841
"rainy season","Absent",0.04040330461335427
"rainy season","Absent",0.03512837747777588
"rainy season","Absent",0.020769057916890883
"rainy season","Absent",0.031586609443039024
"rainy season","Absent",0.027613099480396246
"rainy season","Absent",0.012199808793862062
"rainy season","Absent",0.025174416963255324
"rainy season","Absent",0.037295895447849635
"rainy season","Absent",0.029069551290901063
"rainy season","Absent",0.04099886071922008
"rainy season","Absent",0.017793376458622636
"rainy season","Absent",0.02575623616573323
"rainy season","Absent",0.02309992287972513
"rainy season","Absent",0.03216670395767565
"rainy season","Absent",0.04005737009703244
"rainy season","Absent",0.02334335308140065
"rainy season","Absent",0.04275327407424157
"rainy season","Absent",0.02522655675196388
"rainy season","Absent",0.008346541646374802
"rainy season","Absent",0.024514120022386215
"rainy season","Absent",0.014321462396545642
"rainy season","Absent",0.02209281138652887
"rainy season","Absent",0.030516279001561182
"rainy season","Absent",0.03553024405460333
"rainy season","Absent",0.021855033889850484
"rainy season","Absent",0.0199523369930129
"rainy season","Absent",0.027948073735080205
"rainy season","Absent",0.03639648772741796
"rainy season","Absent",0.022531296065118195
"rainy season","Absent",0.021132716380181653
"rainy season","Absent",0.021421414065751015
"rainy season","Absent",0.0194846753863347
"rainy season","Absent",0.012802894510347764
"rainy season","Absent",0.01796365013217145
"rainy season","Absent",0.018686816570093478
"rainy season","Absent",0.019443411629552508
"rainy season","Absent",0.01858554222961365
"rainy season","Absent",0.016230728702063307
"rainy season","Absent",0.013680264940221702
"rainy season","Absent",0.018444980594643588
"rainy season","Absent",0.032507482024618735
"rainy season","Absent",0.03235359939766686
"rainy season","Absent",0.03680542596408232
"rainy season","Absent",0.03505293259850585
"rainy season","Absent",0.023321000857573392
"rainy season","Absent",0.016747136341730376
"rainy season","Absent",0.03071822046353003
"rainy season","Absent",0.045826946928230645
"rainy season","Absent",0.02557768467561813
"rainy season","Absent",0.02899122734802848
"rainy season","Absent",0.043886610737995824
"rainy season","Absent",0.05189222019240895
"rainy season","Absent",0.04191078862978234
"rainy season","Absent",0.0352990580335821
"rainy season","Absent",0.017465094323887865
"rainy season","Absent",0.01298617433686763
"rainy season","Absent",0.009634238644593446
"rainy season","Absent",0.01582350161675514
"rainy season","Absent",0.01473565812094383
"rainy season","Absent",0.015423823259154154
"rainy season","Absent",0.01753621689038638
"rainy season","Absent",0.02315677232951471
"rainy season","Absent",0.02130202799001909
"rainy season","Absent",0.019739728477709464
"rainy season","Absent",0.02495969387948073
"rainy season","Absent",0.021472655296636393
"rainy season","Absent",0.034486994397599516
"rainy season","Absent",0.03550779603468229
"rainy season","Absent",0.031668271448902365
"rainy season","Absent",0.032215711843117736
"rainy season","Absent",0.03766311671062399
"rainy season","Absent",0.025770702353342383
"rainy season","Absent",0.039114423208403554
"rainy season","Absent",0.022896935461933058
"rainy season","Absent",0.03520103124761446
"rainy season","Absent",0.023343516485444134
"rainy season","Absent",0.01919548852912801
"rainy season","Absent",0.028245136372976945
"rainy season","Absent",0.032341339706853295
"rainy season","Absent",0.054241227755279134
"rainy season","Absent",0.0273015718916522
"rainy season","Absent",0.05234106679847802
"rainy season","Absent",0.051150602887350245
"rainy season","Absent",0.012530282054403747
"rainy season","Absent",0.01163945103188745
"rainy season","Absent",0.022816073804181113
"rainy season","Absent",0.01775155786268804
"rainy season","Absent",0.023818945155966727
"rainy season","Absent",0.023302001984966687
"rainy season","Absent",0.030376803639685396
"rainy season","Absent",0.02742588646768811
"rainy season","Absent",0.050288593347937643
"rainy season","Absent",0.04363141327915722
"rainy season","Absent",0.04524097844927677
"rainy season","Absent",0.03863135602580116
"rainy season","Absent",0.025179930764309456
"rainy season","Absent",0.02566348793896524
"rainy season","Absent",0.024923578396663097
"rainy season","Absent",0.01952688587915168
"rainy season","Absent",0.023575694304879914
"rainy season","Absent",0.02782342464375353
"rainy season","Absent",0.05677211539176914
"rainy season","Absent",0.021127875429411042
"rainy season","Absent",0.02679410441983349
"rainy season","Absent",0.030401345855117487
"rainy season","Absent",0.033092467184710574
"rainy season","Absent",0.02256146988495012
"rainy season","Absent",0.0321944886828125
"rainy season","Absent",0.024534377050525587
"rainy season","Absent",0.03370085739362946
"rainy season","Absent",0.033522782388376096
"rainy season","Absent",0.019117942251120165
"rainy season","Absent",0.019486234222718224
"rainy season","Absent",0.02012627708602864
"rainy season","Absent",0.027114924042561696
"rainy season","Absent",0.02779197413909435
"rainy season","Absent",0.02603985578155103
"rainy season","Absent",0.014785667198198519
"rainy season","Absent",0.014264176852177724
"rainy season","Absent",0.02452852139362408
"rainy season","Absent",0.02468935746654325
"rainy season","Absent",0.021034296642160128
"rainy season","Absent",0.01544904638804385
"rainy season","Absent",0.019893982100419646
"rainy season","Absent",0.019818231145527675
"rainy season","Absent",0.013526412817511848
"rainy season","Absent",0.014126822270074222
"rainy season","Absent",0.00856545521791652
"rainy season","Absent",0.00793894407977964
"rainy season","Absent",0.00935975653545753
"rainy season","Absent",0.013081673470070047
"rainy season","Absent",0.022607015511763428
"rainy season","Absent",0.03008740299423367
"rainy season","Absent",0.020680956044889166
"rainy season","Absent",0.018240333691740093
"rainy season","Absent",0.027056134923898315
"rainy season","Absent",0.0143526454765647
"rainy season","Absent",0.01316768179974913
"rainy season","Absent",0.01682100291293474
"rainy season","Absent",0.015397994581849407
"rainy season","Absent",0.018681895110793566
"rainy season","Absent",0.01134179617917619
"rainy season","Absent",0.014269818022891049
"rainy season","Absent",0.011792836595841747
"rainy season","Absent",0.011844140574223852
"rainy season","Absent",0.019933152074251087
"rainy season","Absent",0.03717573557546752
"rainy season","Absent",0.02739836332599764
"rainy season","Absent",0.01728014715030215
"rainy season","Absent",0.02148221275462009
"rainy season","Absent",0.01570360146907025
"rainy season","Absent",0.01064083841256127
"rainy season","Absent",0.010078689849847161
"rainy season","Absent",0.009751716092237232
"rainy season","Absent",0.008508101089628956
"rainy season","Absent",0.008881542785169127
"rainy season","Absent",0.008489438648372769
"rainy season","Absent",0.011043097575464093
"rainy season","Absent",0.010803474323120328
"rainy season","Absent",0.01245785414446082
"rainy season","Absent",0.011441650831367622
"rainy season","Absent",0.011697209147897613
"rainy season","Absent",0.01425411132278434
"rainy season","Absent",0.01350661113101111
"rainy season","Absent",0.007791841922509203
"rainy season","Absent",0.013077893412681795
"rainy season","Absent",0.03139191196437304
"rainy season","Absent",0.01231634545534208
"rainy season","Absent",0.013211242596955497
"rainy season","Absent",0.01574450285048588
"rainy season","Absent",0.016655879529411916
"rainy season","Absent",0.0283933021902698
"rainy season","Absent",0.025312953961366215
"rainy season","Absent",0.020678040235656215
"rainy season","Absent",0.026297300175283048
"rainy season","Absent",0.029951166707623378
"rainy season","Absent",0.05361512863916149
"rainy season","Absent",0.038441794993097106
"rainy season","Absent",0.04292512758181442
"rainy season","Absent",0.021917738343183286
"rainy season","Absent",0.02486905548435482
"rainy season","Absent",0.02714205252858656
"rainy season","Absent",0.021784076758470262
"rainy season","Absent",0.03677735413483645
"rainy season","Absent",0.02006956079641573
"rainy season","Absent",0.0192124686859065
"rainy season","Absent",0.024833518150261927
"rainy season","Absent",0.018911709471519385
"rainy season","Absent",0.02909278714386961
"rainy season","Absent",0.024830091361211077
"rainy season","Absent",0.024731736043841338
"rainy season","Absent",0.01920499648902421
"rainy season","Absent",0.021096532257341948
"rainy season","Absent",0.03183338172524352
"rainy season","Absent",0.014234908302014508
"rainy season","Absent",0.012185908936261253
"rainy season","Absent",0.01851094685508024
"rainy season","Absent",0.015803908438732257
"rainy season","Absent",0.0109673456326893
"rainy season","Absent",0.010657355158364466
"rainy season","Absent",0.00773355210452412
"rainy season","Absent",0.005952148691455669
"rainy season","Absent",0.005578239802129698
"rainy season","Absent",0.0053422038775509115
"rainy season","Absent",0.0026295856308905276
"rainy season","Absent",0.003336459714076389
"rainy season","Absent",0.005932682543782854
"rainy season","Absent",0.0061548037777007705
"rainy season","Absent",0.011363861530392209
"rainy season","Absent",0.016052446678436236
"rainy season","Absent",0.014758161901253767
"rainy season","Absent",0.019845936562165663
"rainy season","Absent",0.021523282990571047
"rainy season","Absent",0.017619588727113587
"rainy season","Absent",0.03341838771822552
"rainy season","Absent",0.030296169306113636
"rainy season","Absent",0.025940313878333166
"rainy season","Absent",0.019494966011424628
"rainy season","Absent",0.02686897509979863
"rainy season","Absent",0.03746905075365906
"rainy season","Absent",0.013033991541874517
"rainy season","Absent",0.01316623773977174
"rainy season","Absent",0.013419210221866495
"rainy season","Absent",0.019086771032468898
"rainy season","Absent",0.01805691798074902
"rainy season","Absent",0.015278907446386556
"rainy season","Absent",0.02006986184208551
"rainy season","Absent",0.04553745977435124
"rainy season","Absent",0.0508456452138751
"rainy season","Absent",0.030362888176533754
"rainy season","Absent",0.03536024897815743
"rainy season","Absent",0.016333721573761263
"rainy season","Absent",0.01388508550719484
"rainy season","Absent",0.018234479484275604
"rainy season","Absent",0.017547899900846018
"rainy season","Absent",0.022540400547710154
"rainy season","Absent",0.014736262295312271
"rainy season","Absent",0.024336069198667487
"rainy season","Absent",0.010775987498490278
"rainy season","Absent",0.02972795381314976
"rainy season","Absent",0.0227731971075307
"rainy season","Absent",0.02172164608903701
"rainy season","Absent",0.022097606046801572
"rainy season","Absent",0.023119982317321205
"rainy season","Absent",0.014061720945263962
"rainy season","Absent",0.014454218056442772
"rainy season","Absent",0.015527339035484063
"rainy season","Absent",0.01624027517692867
"rainy season","Absent",0.013075474226182097
"rainy season","Absent",0.02875918455423899
"rainy season","Absent",0.02713201182679537
"rainy season","Absent",0.021378575570429367
"rainy season","Absent",0.018926844892457752
"rainy season","Absent",0.029621877083095268
"rainy season","Absent",0.0199979402146381
"rainy season","Absent",0.018726946557034174
"rainy season","Absent",0.035505559113995853
"rainy season","Absent",0.024238039494298095
"rainy season","Absent",0.02390157315083952
"rainy season","Absent",0.010961545441135524
"rainy season","Absent",0.025147444448121864
"rainy season","Absent",0.026033086299118668
"rainy season","Absent",0.03545514154466166
"rainy season","Absent",0.02364314637290697
"rainy season","Absent",0.026433741440966697
"rainy season","Absent",0.021609574470082514
"rainy season","Absent",0.034075112495375044
"rainy season","Absent",0.04419616757967019
"rainy season","Absent",0.015093561753875375
"rainy season","Absent",0.010765270723409043
"rainy season","Absent",0.023359860331494047
"rainy season","Absent",0.016865919344108356
"rainy season","Absent",0.011849625681013953
"rainy season","Absent",0.00783083604573998
"rainy season","Absent",0.009674690792582522
"rainy season","Absent",0.0098570533886022
"rainy season","Absent",0.009063182058552307
"rainy season","Absent",0.013512903975965754
"rainy season","Absent",0.010690497673258253
"rainy season","Absent",0.011963594884456509
"rainy season","Absent",0.02154327448511532
"rainy season","Absent",0.02343780410943014
"rainy season","Absent",0.03586608993252623
"rainy season","Absent",0.0256018414101367
"rainy season","Absent",0.023447509369181597
"rainy season","Absent",0.015556635672971997
"rainy season","Absent",0.012511887332189194
"rainy season","Absent",0.028228871859055808
"rainy season","Absent",0.051038807716749506
"rainy season","Absent",0.007071129869724408
"rainy season","Absent",0.013693815108739224
"rainy season","Absent",0.013033217345770787
"rainy season","Absent",0.01087755268387866
"rainy season","Absent",0.013370185682088328
"rainy season","Absent",0.017867454596419915
"rainy season","Absent",0.02041833514860723
"rainy season","Absent",0.010538911652253027
"rainy season","Absent",0.009903674788086654
"rainy season","Absent",0.013498874059715681
"rainy season","Absent",0.013649791939429144
"rainy season","Absent",0.014943662231992214
"rainy season","Absent",0.03364970801656241
"rainy season","Absent",0.008552890354522814
"rainy season","Absent",0.012183082133309858
"rainy season","Absent",0.03802057570022749
"rainy season","Absent",0.006771897166005351
"rainy season","Absent",0.020795139447313666
"rainy season","Absent",0.05589731120876611
"rainy season","Absent",0.03287407255950066
"rainy season","Absent",0.026175380122013515
"rainy season","Absent",0.01825850463690074
"rainy season","Absent",0.016800661808260193
"rainy season","Absent",0.008902732739429091
"rainy season","Absent",0.018198319942717367
"rainy season","Absent",0.014196753035405104
"rainy season","Absent",0.025142088612871104
"rainy season","Absent",0.029514872208870786
"rainy season","Absent",0.02526058508040615
"rainy season","Absent",0.01541825626386071
"rainy season","Absent",0.0081048964495159
"rainy season","Absent",0.014946337386950968
"rainy season","Absent",0.013018810575798732
"rainy season","Absent",0.014447368380585435
"rainy season","Absent",0.0073650591343198575
"rainy season","Absent",0.00752518036397417
"rainy season","Absent",0.006872360750299439
"rainy season","Absent",0.01115829624390965
"rainy season","Absent",0.011776185084794864
"rainy season","Absent",0.007304103247805626
"rainy season","Absent",0.006820400394357431
"rainy season","Absent",0.007328297901055372
"rainy season","Absent",0.006856137791124364
"rainy season","Absent",0.012777212091948488
"rainy season","Absent",0.01396447045144489
"rainy season","Absent",0.015425874764069673
"rainy season","Absent",0.016038775818479525
"rainy season","Absent",0.017607188901900307
"rainy season","Absent",0.022112593303807306
"rainy season","Absent",0.024800833934138542
"rainy season","Absent",0.02609227462100511
"rainy season","Absent",0.021801489191140784
"rainy season","Absent",0.014105126022082925
"rainy season","Absent",0.012867985454089967
"rainy season","Absent",0.008225616752792512
"rainy season","Absent",0.022211591205290697
"rainy season","Absent",0.028790923435577546
"rainy season","Absent",0.023355476097183085
"rainy season","Absent",0.018264856049260054
"rainy season","Absent",0.032133184428896074
"rainy season","Absent",0.029912632385469387
"rainy season","Absent",0.030928536806990394
"rainy season","Absent",0.02213398652348676
"rainy season","Absent",0.018574975636643166
"rainy season","Absent",0.025220931857007297
"rainy season","Absent",0.018686274660270674
"rainy season","Absent",0.02538258423929895
"rainy season","Absent",0.024435433682582098
"rainy season","Absent",0.023922783251513344
"rainy season","Absent",0.013772891538698595
"rainy season","Absent",0.015096671347873864
"rainy season","Absent",0.014798610318786397
"rainy season","Absent",0.021827343634446744
"rainy season","Absent",0.04236727630428948
"rainy season","Absent",0.026247566473851146
"rainy season","Absent",0.019637328671422694
"rainy season","Absent",0.03159716113262707
"rainy season","Absent",0.05499526436011866
"rainy season","Absent",0.0727422432942412
"rainy season","Absent",0.042248611906613734
"rainy season","Absent",0.03953706470837394
"rainy season","Absent",0.025674653984657552
"rainy season","Absent",0.020824085613676303
"rainy season","Absent",0.028462581049710636
"rainy season","Absent",0.008586921406054273
"rainy season","Absent",0.01680126664297226
"rainy season","Absent",0.02468977718918782
"rainy season","Absent",0.028601274477466923
"rainy season","Absent",0.009973985755723919
"rainy season","Absent",0.008725076875385734
"rainy season","Absent",0.016252394942321086
"rainy season","Absent",0.030223140690187358
"rainy season","Absent",0.01779986332650165
"rainy season","Absent",0.04073168492586775
"rainy season","Absent",0.020399599717819267
"rainy season","Absent",0.025932247695073518
"rainy season","Absent",0.024088108102434117
"rainy season","Absent",0.030281933452227485
"rainy season","Absent",0.03544819301789676
"rainy season","Absent",0.02457707945119239
"rainy season","Absent",0.016879321265711927
"rainy season","Absent",0.020863146538771717
"rainy season","Absent",0.02179813202031413
"rainy season","Absent",0.03228734245547112
"rainy season","Absent",0.03228254491284848
"rainy season","Absent",0.020269884836691638
"rainy season","Absent",0.04120164896521598
"rainy season","Absent",0.025727109466049593
"rainy season","Absent",0.027901495205383195
"rainy season","Absent",0.0104241922115717
"rainy season","Absent",0.05915392109815096
